20110510,2011-05-10 00:00:00.000,05/10/2011,10,10th,Tuesday,3,2,19,6,130,2,6,20,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110511,2011-05-11 00:00:00.000,05/11/2011,11,11th,Wednesday,4,2,19,6,131,2,6,20,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110512,2011-05-12 00:00:00.000,05/12/2011,12,12th,Thursday,5,2,19,6,132,2,6,20,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110513,2011-05-13 00:00:00.000,05/13/2011,13,13th,Friday,6,2,19,7,133,2,7,20,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110514,2011-05-14 00:00:00.000,05/14/2011,14,14th,Saturday,7,2,20,7,134,2,7,20,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110515,2011-05-15 00:00:00.000,05/15/2011,15,15th,Sunday,1,3,20,7,135,3,7,21,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110516,2011-05-16 00:00:00.000,05/16/2011,16,16th,Monday,2,3,20,7,136,3,7,21,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110517,2011-05-17 00:00:00.000,05/17/2011,17,17th,Tuesday,3,3,20,7,137,3,7,21,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110518,2011-05-18 00:00:00.000,05/18/2011,18,18th,Wednesday,4,3,20,7,138,3,7,21,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110519,2011-05-19 00:00:00.000,05/19/2011,19,19th,Thursday,5,3,20,7,139,3,7,21,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110520,2011-05-20 00:00:00.000,05/20/2011,20,20th,Friday,6,3,20,8,140,3,8,21,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110521,2011-05-21 00:00:00.000,05/21/2011,21,21st,Saturday,7,3,21,8,141,3,8,21,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110522,2011-05-22 00:00:00.000,05/22/2011,22,22nd,Sunday,1,4,21,8,142,4,8,22,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110523,2011-05-23 00:00:00.000,05/23/2011,23,23rd,Monday,2,4,21,8,143,4,8,22,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110524,2011-05-24 00:00:00.000,05/24/2011,24,24th,Tuesday,3,4,21,8,144,4,8,22,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110525,2011-05-25 00:00:00.000,05/25/2011,25,25th,Wednesday,4,4,21,8,145,4,8,22,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110526,2011-05-26 00:00:00.000,05/26/2011,26,26th,Thursday,5,4,21,8,146,4,8,22,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110527,2011-05-27 00:00:00.000,05/27/2011,27,27th,Friday,6,4,21,9,147,4,9,22,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110528,2011-05-28 00:00:00.000,05/28/2011,28,28th,Saturday,7,4,22,9,148,4,9,22,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110529,2011-05-29 00:00:00.000,05/29/2011,29,29th,Sunday,1,5,22,9,149,5,9,23,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110530,2011-05-30 00:00:00.000,05/30/2011,30,30th,Monday,2,5,22,9,150,5,9,23,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110531,2011-05-31 00:00:00.000,05/31/2011,31,31st,Tuesday,3,5,22,9,151,5,9,23,5,May,2,2,Second,2011,CY 2011,May-2011  ,052011,2011-05-01,2011-05-31,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110601,2011-06-01 00:00:00.000,06/01/2011,1,1st,Wednesday,4,1,22,9,152,1,9,23,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110602,2011-06-02 00:00:00.000,06/02/2011,2,2nd,Thursday,5,1,22,9,153,1,9,23,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110603,2011-06-03 00:00:00.000,06/03/2011,3,3rd,Friday,6,1,22,10,154,1,10,23,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110604,2011-06-04 00:00:00.000,06/04/2011,4,4th,Saturday,7,1,23,10,155,1,10,23,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110605,2011-06-05 00:00:00.000,06/05/2011,5,5th,Sunday,1,1,23,10,156,2,10,24,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110606,2011-06-06 00:00:00.000,06/06/2011,6,6th,Monday,2,1,23,10,157,2,10,24,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110607,2011-06-07 00:00:00.000,06/07/2011,7,7th,Tuesday,3,1,23,10,158,2,10,24,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110608,2011-06-08 00:00:00.000,06/08/2011,8,8th,Wednesday,4,2,23,10,159,2,10,24,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110609,2011-06-09 00:00:00.000,06/09/2011,9,9th,Thursday,5,2,23,10,160,2,10,24,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110610,2011-06-10 00:00:00.000,06/10/2011,10,10th,Friday,6,2,23,11,161,2,11,24,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110611,2011-06-11 00:00:00.000,06/11/2011,11,11th,Saturday,7,2,24,11,162,2,11,24,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110612,2011-06-12 00:00:00.000,06/12/2011,12,12th,Sunday,1,2,24,11,163,3,11,25,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110613,2011-06-13 00:00:00.000,06/13/2011,13,13th,Monday,2,2,24,11,164,3,11,25,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110614,2011-06-14 00:00:00.000,06/14/2011,14,14th,Tuesday,3,2,24,11,165,3,11,25,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110615,2011-06-15 00:00:00.000,06/15/2011,15,15th,Wednesday,4,3,24,11,166,3,11,25,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110616,2011-06-16 00:00:00.000,06/16/2011,16,16th,Thursday,5,3,24,11,167,3,11,25,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110617,2011-06-17 00:00:00.000,06/17/2011,17,17th,Friday,6,3,24,12,168,3,12,25,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110618,2011-06-18 00:00:00.000,06/18/2011,18,18th,Saturday,7,3,25,12,169,3,12,25,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110619,2011-06-19 00:00:00.000,06/19/2011,19,19th,Sunday,1,3,25,12,170,4,12,26,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110620,2011-06-20 00:00:00.000,06/20/2011,20,20th,Monday,2,3,25,12,171,4,12,26,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110621,2011-06-21 00:00:00.000,06/21/2011,21,21st,Tuesday,3,3,25,12,172,4,12,26,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110622,2011-06-22 00:00:00.000,06/22/2011,22,22nd,Wednesday,4,4,25,12,173,4,12,26,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110623,2011-06-23 00:00:00.000,06/23/2011,23,23rd,Thursday,5,4,25,12,174,4,12,26,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110624,2011-06-24 00:00:00.000,06/24/2011,24,24th,Friday,6,4,25,13,175,4,13,26,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110625,2011-06-25 00:00:00.000,06/25/2011,25,25th,Saturday,7,4,26,13,176,4,13,26,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110626,2011-06-26 00:00:00.000,06/26/2011,26,26th,Sunday,1,4,26,13,177,5,13,27,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,0,
20110627,2011-06-27 00:00:00.000,06/27/2011,27,27th,Monday,2,4,26,13,178,5,13,27,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110628,2011-06-28 00:00:00.000,06/28/2011,28,28th,Tuesday,3,4,26,13,179,5,13,27,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20110629,2011-06-29 00:00:00.000,06/29/2011,29,29th,Wednesday,4,5,26,13,180,5,13,27,6,June,3,2,Second,2011,CY 2011,Jun-2011  ,062011,2011-06-01,2011-06-30,2011-04-01,2011-06-30,2011-01-01,2011-12-31,0,1,
20100325,2010-03-25 00:00:00.000,03/25/2010,25,25th,Thursday,5,4,12,12,84,4,12,13,3,March,3,1,First,2010,CY 2010,Mar-2010  ,032010,2010-03-01,2010-03-31,2010-01-01,2010-03-31,2010-01-01,2010-12-31,0,1,
20100326,2010-03-26 00:00:00.000,03/26/2010,26,26th,Friday,6,4,13,13,85,4,13,13,3,March,3,1,First,2010,CY 2010,Mar-2010  ,032010,2010-03-01,2010-03-31,2010-01-01,2010-03-31,2010-01-01,2010-12-31,0,1,
20100327,2010-03-27 00:00:00.000,03/27/2010,27,27th,Saturday,7,4,13,13,86,4,13,13,3,March,3,1,First,2010,CY 2010,Mar-2010  ,032010,2010-03-01,2010-03-31,2010-01-01,2010-03-31,2010-01-01,2010-12-31,0,0,
20100328,2010-03-28 00:00:00.000,03/28/2010,28,28th,Sunday,1,4,13,13,87,5,13,14,3,March,3,1,First,2010,CY 2010,Mar-2010  ,032010,2010-03-01,2010-03-31,2010-01-01,2010-03-31,2010-01-01,2010-12-31,0,0,
20100329,2010-03-29 00:00:00.000,03/29/2010,29,29th,Monday,2,5,13,13,88,5,13,14,3,March,3,1,First,2010,CY 2010,Mar-2010  ,032010,2010-03-01,2010-03-31,2010-01-01,2010-03-31,2010-01-01,2010-12-31,0,1,
20100330,2010-03-30 00:00:00.000,03/30/2010,30,30th,Tuesday,3,5,13,13,89,5,13,14,3,March,3,1,First,2010,CY 2010,Mar-2010  ,032010,2010-03-01,2010-03-31,2010-01-01,2010-03-31,2010-01-01,2010-12-31,0,1,
20100331,2010-03-31 00:00:00.000,03/31/2010,31,31st,Wednesday,4,5,13,13,90,5,13,14,3,March,3,1,First,2010,CY 2010,Mar-2010  ,032010,2010-03-01,2010-03-31,2010-01-01,2010-03-31,2010-01-01,2010-12-31,0,1,
20100401,2010-04-01 00:00:00.000,04/01/2010,1,1st,Thursday,5,1,13,1,91,1,1,14,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100402,2010-04-02 00:00:00.000,04/02/2010,2,2nd,Friday,6,1,14,1,92,1,1,14,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100403,2010-04-03 00:00:00.000,04/03/2010,3,3rd,Saturday,7,1,14,1,93,1,1,14,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,0,
20100404,2010-04-04 00:00:00.000,04/04/2010,4,4th,Sunday,1,1,14,1,94,2,1,15,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,0,
20100405,2010-04-05 00:00:00.000,04/05/2010,5,5th,Monday,2,1,14,1,95,2,1,15,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100406,2010-04-06 00:00:00.000,04/06/2010,6,6th,Tuesday,3,1,14,1,96,2,1,15,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100407,2010-04-07 00:00:00.000,04/07/2010,7,7th,Wednesday,4,1,14,1,97,2,1,15,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100408,2010-04-08 00:00:00.000,04/08/2010,8,8th,Thursday,5,2,14,2,98,2,2,15,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100409,2010-04-09 00:00:00.000,04/09/2010,9,9th,Friday,6,2,15,2,99,2,2,15,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100410,2010-04-10 00:00:00.000,04/10/2010,10,10th,Saturday,7,2,15,2,100,2,2,15,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,0,
20100411,2010-04-11 00:00:00.000,04/11/2010,11,11th,Sunday,1,2,15,2,101,3,2,16,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,0,
20100412,2010-04-12 00:00:00.000,04/12/2010,12,12th,Monday,2,2,15,2,102,3,2,16,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100413,2010-04-13 00:00:00.000,04/13/2010,13,13th,Tuesday,3,2,15,2,103,3,2,16,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100414,2010-04-14 00:00:00.000,04/14/2010,14,14th,Wednesday,4,2,15,2,104,3,2,16,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100415,2010-04-15 00:00:00.000,04/15/2010,15,15th,Thursday,5,3,15,3,105,3,3,16,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100416,2010-04-16 00:00:00.000,04/16/2010,16,16th,Friday,6,3,16,3,106,3,3,16,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100417,2010-04-17 00:00:00.000,04/17/2010,17,17th,Saturday,7,3,16,3,107,3,3,16,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,0,
20100418,2010-04-18 00:00:00.000,04/18/2010,18,18th,Sunday,1,3,16,3,108,4,3,17,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,0,
20100419,2010-04-19 00:00:00.000,04/19/2010,19,19th,Monday,2,3,16,3,109,4,3,17,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100420,2010-04-20 00:00:00.000,04/20/2010,20,20th,Tuesday,3,3,16,3,110,4,3,17,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100421,2010-04-21 00:00:00.000,04/21/2010,21,21st,Wednesday,4,3,16,3,111,4,3,17,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100422,2010-04-22 00:00:00.000,04/22/2010,22,22nd,Thursday,5,4,16,4,112,4,4,17,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100423,2010-04-23 00:00:00.000,04/23/2010,23,23rd,Friday,6,4,17,4,113,4,4,17,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100424,2010-04-24 00:00:00.000,04/24/2010,24,24th,Saturday,7,4,17,4,114,4,4,17,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,0,
20100425,2010-04-25 00:00:00.000,04/25/2010,25,25th,Sunday,1,4,17,4,115,5,4,18,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,0,
20100426,2010-04-26 00:00:00.000,04/26/2010,26,26th,Monday,2,4,17,4,116,5,4,18,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100427,2010-04-27 00:00:00.000,04/27/2010,27,27th,Tuesday,3,4,17,4,117,5,4,18,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100428,2010-04-28 00:00:00.000,04/28/2010,28,28th,Wednesday,4,4,17,4,118,5,4,18,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100429,2010-04-29 00:00:00.000,04/29/2010,29,29th,Thursday,5,5,17,5,119,5,5,18,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100430,2010-04-30 00:00:00.000,04/30/2010,30,30th,Friday,6,5,18,5,120,5,5,18,4,April,1,2,Second,2010,CY 2010,Apr-2010  ,042010,2010-04-01,2010-04-30,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100501,2010-05-01 00:00:00.000,05/01/2010,1,1st,Saturday,7,1,18,5,121,1,5,18,5,May,2,2,Second,2010,CY 2010,May-2010  ,052010,2010-05-01,2010-05-31,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,0,
20100502,2010-05-02 00:00:00.000,05/02/2010,2,2nd,Sunday,1,1,18,5,122,2,5,19,5,May,2,2,Second,2010,CY 2010,May-2010  ,052010,2010-05-01,2010-05-31,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,0,
20100503,2010-05-03 00:00:00.000,05/03/2010,3,3rd,Monday,2,1,18,5,123,2,5,19,5,May,2,2,Second,2010,CY 2010,May-2010  ,052010,2010-05-01,2010-05-31,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100504,2010-05-04 00:00:00.000,05/04/2010,4,4th,Tuesday,3,1,18,5,124,2,5,19,5,May,2,2,Second,2010,CY 2010,May-2010  ,052010,2010-05-01,2010-05-31,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100505,2010-05-05 00:00:00.000,05/05/2010,5,5th,Wednesday,4,1,18,5,125,2,5,19,5,May,2,2,Second,2010,CY 2010,May-2010  ,052010,2010-05-01,2010-05-31,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100506,2010-05-06 00:00:00.000,05/06/2010,6,6th,Thursday,5,1,18,6,126,2,6,19,5,May,2,2,Second,2010,CY 2010,May-2010  ,052010,2010-05-01,2010-05-31,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
20100507,2010-05-07 00:00:00.000,05/07/2010,7,7th,Friday,6,1,19,6,127,2,6,19,5,May,2,2,Second,2010,CY 2010,May-2010  ,052010,2010-05-01,2010-05-31,2010-04-01,2010-06-30,2010-01-01,2010-12-31,0,1,
